名称,,,,期末余额,,,,,,,
,,,,账面余额,,,坏账准备,,,计提比例（%）,
1年内,,,"76,302,073",,,"857,427",,,1.12,,
1至2年,,,"1,180,958",,,"231,842",,,19.63,,
2至3年,,,"111,636",,,"102,163",,,91.51,,
3年以上,,,"777,548",,,"777,521",,,100.00,,
,合计,,"78,372,216",,,"1,968,952",,,,,
