类别,,,期初余额,,本期变动金额,,,,,,,,,,,期末余额
,,,,,计提,,,收回或转回,,,转销或核销,,,其他,,
长期应收款坏 账准备,,,"6,432","34,755",,,,,,,,,"-38,530",,,"2,657"
,合计,,"6,432","34,755",,,,,,,,,"-38,530",,,"2,657"
