,项目,,,房屋及建筑物,,,机器设备,,,合计,
,一、账面原值,,,,,,,,,,
,1.期初余额,,"1,271,806",,,"10,229",,,"1,282,035",,
,2.本期增加金额,,"2,709,205",,,"84,229",,,"2,793,434",,
,（1）新增租赁,,"2,709,205",,,"84,229",,,"2,793,434",,
