,账龄,,,期末账面余额,,,期初账面余额,
,1年以内（含1年）,,"97,285,272",,,"25,397,764",,
,1至2年,,"17,636",,,"7,959,409",,
,2至3年,,"941,503",,,"48,232",,
,3年以上,,"192,400",,,"234,161",,
,合计,,"98,436,810",,,"33,639,565",,
