,股票及,,发行日期,发行价 格（或 利率）,发行数量,上市日期,获准上市交 易数量,交易 终止 日期,披露索引,披露 日期
,其衍生,,,,,,,,,
,证券名,,,,,,,,,
,称,,,,,,,,,
宁德时 代-境外 上市股 份,,,2025年5 月20日,263港元 /股,"135,578,600",2025年5 月20日,"135,578,600",/,巨潮资讯网《关于境外 上市外资股（H股）挂牌 并上市交易的公告》,2025 年5月 20日
