,项目,,,期初余额,,,本期增加,,,本期减少,,,期末余额,
安全生产费及维简费,,,"35,551",,,"114,028",,,"114,065",,,"35,515",,
,合计,,"35,551",,,"114,028",,,"114,065",,,"35,515",,
