,账龄,,,期末账面余额,,,期初账面余额,
,1年以内（含1年）,,"999,950",,,"1,061,727",,
,1至2年,,"376,512",,,"1,128,718",,
,2至3年,,"992,291",,,"55,388",,
,3年以上,,"232,507",,,"279,905",,
,合计,,"2,601,261",,,"2,525,738",,
