,序号,,,重大事项,,,具体内容,
1,,,关于拟注册发行 债券的事项,,,公司于2025 年 12 月 10日召开的第四届董事会第十一次会议审议通过了《关于拟注册发行 债券的议案》，为满足公司生产经营和业务发展需求，优化债务结构，降低融资成本，公司 拟注册发行不超过人民币 100 亿元（含 100 亿元）的债券。具体内容详见公司于2025年12 月10日在巨潮资讯网披露的《关于拟注册发行债券的公告》。,,
