,项目,,,本期发生额,,,上期发生额,
,权益法核算的长期股权投资收益,,"7,353,106",,,"3,743,040",,
,处置长期股权投资产生的投资收益,,"613,671",,,"300,363",,
,处置交易性金融资产取得的投资收益,,"388,409",,,"179,608",,
,其他权益工具投资在持有期间取得的,,"115,047",,,"43,321",,
,股利收入,,,,,,,
,部分股权投资不具备重大影响后，按,,"-141,824",,,"107,281",,
,公允价值重新计量产生的利得,,,,,,,
其他,,,"-357,857",,,"-385,790",,
,合计,,"7,970,552",,,"3,987,823",,
