,项目,,,本期发生额,,,上期发生额,
支付股份回购款,,,"4,413,337",,,"1,209,018",,
支付融资租赁款及其他往来,,,"878,669",,,"928,281",,
,合计,,"5,292,005",,,"2,137,299",,
