,项目,,,本期发生额,,,上期发生额,
,成本法核算的长期股权投资收益,,"17,634,023",,,"12,079,222",,
,权益法核算的长期股权投资收益,,"53,268",,,"-494,374",,
其他,,,"-451,630",,,"332,304",,
,合计,,"17,235,661",,,"11,917,152",,
