,每10股送红股数（股）,,0
,每10股派息数（元）（含税）,,69.57
,每10股转增数（股）,,0
,分配预案的股本基数（股）,,"4,531,886,650"
,现金分红金额（元）（含税）,,"31,532,206,318.17"
,以其他方式（如回购股份）现金分红金额（元）,,"4,385,504,687.90"
,现金分红总额（含其他方式）（元）(1),,"40,486,145,571.82"
