,账龄,,,期末账面余额,,,期初账面余额,
,1年以内（含1年）,,"75,499,876",,,"60,502,327",,
,1至2年,,"1,919,389",,,"7,796,458",,
,2至3年,,"5,186,544",,,"3,186,737",,
,3年以上,,"4,084,926",,,"740,075",,
,合计,,"86,690,735",,,"72,225,597",,
