项目,,,骐骥宁德、宁波邦亚、时代新安、广东邦普、时代天源、 上海智能科技
购买成本/处置对价,,"3,759,387",
--现金,,"3,759,387",
购买成本/处置对价合计,,"3,759,387",
减：按取得/处置的股权比例计算的子公司净资产份额,,"2,397,113",
差额,,"1,362,274",
其中：调整资本公积,,"1,362,274",
