18,宜昌邦普循环科技有限公司,企业环境信息依法披露系统（湖北）： http://219.140.164.18:8007/hbyfpl/frontal/index.html#/home/index
19,宜昌邦普宜化新材料有限公司,企业环境信息依法披露系统（湖北）： http://219.140.164.18:8007/hbyfpl/frontal/index.html#/home/index
20,湖南邦普循环科技有限公司,企业环境信息依法披露系统（湖南）： https://yfpl.sthjt.hunan.gov.cn:8181/hnyfpl/frontal/index.html#/home/index
21,湖南邦普汽车循环有限公司,企业环境信息依法披露系统（湖南）： https://yfpl.sthjt.hunan.gov.cn:8181/hnyfpl/frontal/index.html#/home/index
