,项目,,,2025年度,,,2024年度,
,一、经营活动产生的现金流量：,,,,,,,
,销售商品、提供劳务收到的现金,,"477,796,524",,,"417,525,378",,
,客户存款和同业存放款项净增加额,,,,,,,
,向中央银行借款净增加额,,,,,,,
,向其他金融机构拆入资金净增加额,,,,,,,
,收到原保险合同保费取得的现金,,,,,,,
,收到再保业务现金净额,,,,,,,
,保户储金及投资款净增加额,,,,,,,
,收取利息、手续费及佣金的现金,,,,,,,
