,董事出席董事会及股东会的情况,,,,,,,,,,
董事姓名,,本报告期应 参加董事会 次数,现场出席董 事会次数,以通讯方式 参加董事会 次数,委托出席董 事会次数,缺席董事会 次数,,是否连续两,,出席股东会 次数,
,,,,,,,,次未亲自参,,,
,,,,,,,,加董事会会,,,
,,,,,,,,议,,,
曾毓群,,10,1,9,0,0,否,,,3,
潘健,,10,0,10,0,0,否,,,0,
李平,,10,0,10,0,0,否,,,0,
周佳,,10,0,10,0,0,否,,,0,
吴映明,,0,0,0,0,0,否,,,3,
欧阳楚英,,10,1,9,0,0,否,,,0,
吴育辉,,10,1,9,0,0,否,,,2,
林小雄,,10,1,9,0,0,否,,,2,
赵蓓,,10,1,9,0,0,否,,,3,
