,项目,,,本期发生额,,,上期发生额,
,当期所得税费用,,"18,469,975",,,"15,555,258",,
,递延所得税费用,,"-5,729,738",,,"-6,380,013",,
,合计,,"12,740,236",,,"9,175,245",,
