原材料,预计售价减去至完工时预计将要发生的成本及税费后的金额,领用或者销售结转
在产品,预计售价减去至完工时预计将要发生的成本及税费后的金额,领用
周转材料,预计售价减去至完工时预计将要发生的成本及税费后的金额,领用或者销售结转
库存商品,预计售价减去预计税费后的金额,销售结转
发出商品,预计售价减去预计税费后的金额,销售结转
自制半成品,预计售价减去至完工时预计将要发生的成本及税费后的金额,领用或者销售结转
委托加工物资,预计售价减去至完工时预计将要发生的成本及税费后的金额,领用或者销售结转
