,项目,,,金额,
,本期处置子公司于本期收到的现金或现金等价物,,"27,500",,
,其中：,,,,
,减：丧失控制权日子公司持有的现金及现金等价物,,89,,
,其中：,,,,
,其中：,,,,
,处置子公司收到的现金净额,,"27,411",,
