,项目,,,本期金额,,,上期金额,,,不属于现金及现金等价物的理由,
保证金,,,"18,428,631",,,"22,319,711",,,使用受限,,
质押定期存款,,,"461,587",,,"1,019,843",,,使用受限,,
定期存款及应计利息,,,"14,692,968",,,"10,012,705",,,不可随时支取,,
,合计,,"33,583,185",,,"33,352,259",,,,,
