,项目,,,期初余额,,,本期增加,,,本期减少,,,期末余额,
库存股,,,"2,712,804",,,"4,386,601",,,"1,412",,,"7,097,993",,
,合计,,"2,712,804",,,"4,386,601",,,"1,412",,,"7,097,993",,
