,项目,,,本期发生额,,,上期发生额,
,应收账款坏账损失,,"-211,127",,,"-611,041",,
,其他应收款坏账损失,,"-172,704",,,"-174,453",,
,长期应收款坏账损失,,"-34,755",,,"-87,032",,
,合计,,"-418,585",,,"-872,526",,
