,控股股东名称,,,法定代表人,,,成立日期,,,组织机构代码,,,主要经营业务,
厦门瑞庭投资有限公司,,,曾毓群,,,2012年10月15日,,,91350902054341492Y,,,投资,,
,控股股东报告期内控股,,否,,,,,,,,,,,
,和参股的其他境内外上,,,,,,,,,,,,,
,市公司的股权情况,,,,,,,,,,,,,
