,项目,,,本期,,,上期,
,调整前上期末未分配利润,,"126,601,541",,,"103,244,626",,
,调整后期初未分配利润,,"126,601,541",,,"103,244,626",,
,加：本期归属于母公司所有者的净利,,"72,201,282",,,"50,744,682",,
,润,,,,,,,
,其他综合收益转入,,"446,809",,,"72,577",,
