项目,,,,期末余额,,,,,,,,,期初余额,,,,,,,
,,,,账面余额,,,减值准备,,,账面价值,,,账面余额,,,减值准备,,,账面价值,
,对子公司投资,,"96,112,642",,,"6,669,403",,,"89,443,238",,,"79,414,185",,,"6,363,785",,,"73,050,400",,
,对联营、合营,,"16,456,552",,,"769,857",,,"15,686,695",,,"14,766,650",,,"769,857",,,"13,996,794",,
,企业投资,,,,,,,,,,,,,,,,,,,
,合计,,"112,569,193",,,"7,439,260",,,"105,129,933",,,"94,180,835",,,"7,133,641",,,"87,047,194",,
