,项目,,,本报告期末,,,上年末,,,本报告期末比上年末增减,
,流动比率,,1.60,,,1.61,,,-0.62%,,
,资产负债率,,61.94%,,,65.24%,,,-3.30%,,
,速动比率,,1.36,,,1.42,,,-4.23%,,
,项目,,,本报告期,,,上年同期,,,本报告期比上年同期增减,
,扣除非经常性损益后净利润,,"67,912,207",,,"47,139,998",,,44.06%,,
,EBITDA全部债务比,,53.75%,,,44.83%,,,8.92%,,
,利息保障倍数,,31.95,,,16.16,,,97.71%,,
,现金利息保障倍数,,54.51,,,28.61,,,90.53%,,
,EBITDA利息保障倍数,,41.28,,,22.12,,,86.62%,,
,贷款偿还率,,100.00%,,,100.00%,,,0.00%,,
,利息偿付率,,100.00%,,,100.00%,,,0.00%,,
