,项目,,,账面价值,,,未办妥产权证书的原因,
福鼎时代园区建筑物,,,"5,504,788",,,尚在办理中,,
广东邦普园区建筑物,,,"2,940,933",,,尚在办理中,,
贵州科技园区建筑物,,,"1,683,034",,,尚在办理中,,
新业发展园区建筑物,,,"1,603,754",,,尚在办理中,,
山东时代园区建筑物,,,"1,493,006",,,尚在办理中,,
厦门时代园区建筑物,,,"1,389,108",,,尚在办理中,,
中州时代园区建筑物,,,"1,066,355",,,尚在办理中,,
其他,,,"2,638,581",,,尚在办理中,,
,合计,,"18,319,559",,,,,
