,项目,,,本期发生额,,,上期发生额,
利息支出,,,"2,887,843",,,"4,149,186",,
减：利息资本化,,,"153,825",,,"270,109",,
利息收入,,,"10,594,657",,,"9,502,997",,
汇兑损益,,,"-282,298",,,"1,287,050",,
手续费及其他,,,"203,075",,,"204,953",,
,合计,,"-7,939,863",,,"-4,131,918",,
