,项目,,,金额,
,本期发生的收购公司于本期支付的现金或现金等价物,,"2,054,326",,
,其中：,,,,
,减：购买日子公司持有的现金及现金等价物,,651,,
,其中：,,,,
,其中：,,,,
,取得子公司支付的现金净额,,"2,053,675",,
