,产生公允价值变动收益的来源,,,本期发生额,,,上期发生额,
,交易性金融资产,,"441,408",,,"192,135",,
其他非流动金融资产,,,"535,385",,,"472,089",,
其他,,,"-2,715",,,,,
,合计,,"974,079",,,"664,223",,
