公司披露年度报告的证券交易所网站,,,A股：https://www.szse.cn/index/index.html H股：www.hkexnews.hk
公司披露年度报告的媒体名称及网址,,,A股：巨潮资讯网 H股：香港联交所披露易网站
,公司年度报告备置地点,,公司住所
