授予日权益工具公允价值的确定方法,,,1）采用授予日同期公司股票收盘价格确定限制性股票的公允 价值，减去授予员工的价格。 2）按照布莱克-斯科尔斯期权定价模型（B-S模型）计算确定
授予日权益工具公允价值的重要参数,,,股票当前市场价格、年化波动率、年化无风险利率、到期年 限、股息收益率
,可行权权益工具数量的确定依据,,按预计离职率及可行权条件确定
,本期估计与上期估计有重大差异的原因,,不适用
,以权益结算的股份支付计入资本公积的累计金额,,"3,071,589"
,本期以权益结算的股份支付确认的费用总额,,"-82,524"
