,能建时代新能源科技有限公司,董事,2023年8月,2025年8月,否
,国宁新储（福建）科技有限公司,董事,2024年4月,2025年9月,否
蒋理,南京市卡睿创新创业管理服务有限公司,董事,2018年9月,,否
,天津市滨海产业基金管理有限公司,董事,2020年8月,,否
,小康人寿保险有限责任公司,董事,2021年9月,,否
,广州汇宁时代新能源发展有限公司,董事,2021年12月,,否
,厦门新能达科技有限公司,董事,2022年6月,,否
,解放时代新能源科技有限公司,董事,2023年3月,,否
,时代宏宇（厦门）智能科技有限公司,执行董事 兼总经理,2023年6月,,否
,洛阳栾川钼业集团股份有限公司,董事,2023年6月,,否
郑舒,晋江闽投电力储能科技有限公司,董事,2018年6月,,否
,北京普莱德新材料有限公司,董事,2020年12月,,否
,上海捷能智电新能源科技有限公司,董事,2022年9月,,否
,福田时代新能源科技有限公司,董事,2023年8月,,否
在其他 单位任 职情况 的说明,--,,,,
