,拟分配每10股派息数（元）,,69.57
利润分配方案,,,"拟以可参与分配之股本4,531,886,650股（即公司现有总股本4,563,868,956股剔除A 股回购专用账户中已回购股份31,982,306股）为基数，向全体股东每10股派发现金分红 69.57元（含税），合计派发31,532,206,318.17元。本次现金分红以人民币计值和宣布， 以人民币向A股股东支付，以港币向H股股东支付。H股股息折算之实际金额，将按公 司董事会审议本预案前一个交易日（2026年3月6日）中国人民银行公布的人民币兑换 港币的中间价（1港元兑人民币0.88253元）计算，因此，每10股H股应付股息金额为 78.83港元（含税）。2025年度，公司不实施资本公积金转增股本，不送红股。 若自本预案披露之日起至实施权益分派股权登记日期间，本公司总股本或已回购股 份数量发生变动，则以实施分配方案时股权登记日的总股本剔除回购专用账户中已回购 股份为基数，公司将按照现金分红分配比例固定不变的原则，相应调整现金分红总额。"
